VideoId,Comment,CommentID,relpy_text,replyID,Dhate,Dpolitical,SYhate,SYpolitical,MYhate,MYpolitical,hateness,political,hatespeech_or_not
wTC82U32e54,장애인 비판하는 인간들 교통사고나서 다리빙신되봐야 정신차림,Ugx19n3ofLyQGCRBWhJ4AaABAg,고통사고는 뭐임ㅋㅋ?고통스럽게 사고나는거?,Ugx19n3ofLyQGCRBWhJ4AaABAg.9_LTN1y68549_Oqy0ROBwb,0,0,0.0,0.0,0.0,0.0,0,0,0
wTC82U32e54,장애인 비판하는 인간들 교통사고나서 다리빙신되봐야 정신차림,Ugx19n3ofLyQGCRBWhJ4AaABAg,@쫄라맨 살면서 사고 안날 자신 있는가보네 ㄷㄷ 부럽다,Ugx19n3ofLyQGCRBWhJ4AaABAg.9_LTN1y68549_Oszv3jIxo,0,0,0.0,0.0,0.0,0.0,0,0,0
wTC82U32e54,장애인 비판하는 인간들 교통사고나서 다리빙신되봐야 정신차림,Ugx19n3ofLyQGCRBWhJ4AaABAg,ㅇㅇ 왜냐면 난 누구처럼 불법적으로 살지 안거덩ㅋㅋ,Ugx19n3ofLyQGCRBWhJ4AaABAg.9_LTN1y68549_OuRJeN6F8,0,0,0.0,0.0,0.0,0.0,0,0,0
wTC82U32e54,장애인 비판하는 인간들 교통사고나서 다리빙신되봐야 정신차림,Ugx19n3ofLyQGCRBWhJ4AaABAg,@쫄라맨 누군 법안지겨서 후천적 장애인 안되는줄아시나,Ugx19n3ofLyQGCRBWhJ4AaABAg.9_LTN1y68549_P4iN1d3jJ,0,0,1.0,0.0,0.0,0.0,0,0,0
wTC82U32e54,"애초에 이준석은 전장연의 요구사항에 동의했으며 단지 전장연의 지하철 운영방해 행위를 비판했을 뿐인데, 이를 언론에서 마치 개인 소설을 쓰는 듯이 내용을 왜곡해서 장애인 혐오나 갈라치기로 몰아가는 것은 어폐가 있다",Ugykrliz2jGWQhrPEFJ4AaABAg,국힘이 늘 혐오정치를 해선지 같은 선상에서 공감을 못하는 것처럼 느껴져요 휴,Ugykrliz2jGWQhrPEFJ4AaABAg.9_G_Ye1BbOw9_I5j9OUJFJ,0,1,0.0,1.0,0.0,1.0,0,1,0
wTC82U32e54,"역시 대한민국이 아니라 서울공화국 답네. 비수도권 사람들은 여러분들 보다 더 힘듭니다.<br>▶️모든 한국인의 마음은 서울에 있다. 어느 계급일지라도 서울에 사는 사람들은 단 몇 주라도 서울을 떠나 살기를 원치 않는다. 한국인들에게 서울은 오직 그 속에서만 살아갈 만한 삶의 가치가 있는 곳으로 여겨진다.&quot;<br><br>- 영국 여행가 이사벨라 버드 비숍(Isabella Bird Bishop), 1894년",UgzTL6SvPZm75gBEUS54AaABAg,"&quot;대학 등 교육 문제도 그렇고, 취미생활, 그리고 교통수준, 심지어 기초적인 의식주 생활과 의료환경까지 수도권과 비수도권의 격차가 너무 심하다. 서울에 집중된 것도 있지만, 지방 소도시들은 이런 인프라가 없다시피 한 것이 문제.",UgzTL6SvPZm75gBEUS54AaABAg.9_FQgEC1rpq9_FRFeiX_Qx,0,0,0.0,0.0,0.0,0.0,0,0,0
wTC82U32e54,여기 이준석이 합리적이고 이성적이라는 분들..ㅎㅎ 그리고 다수의 불편을 주는 이런 장애인시위 비문명적이라는분들!!  딱 평생말고 10년간만 통행권제한되는 장애인으로 살아보세요! 지금의 대한민국이 합리적인 삶인가??,Ugz45FQK4sCYxd0mG6p4AaABAg,격하게 공감합니다 !,Ugz45FQK4sCYxd0mG6p4AaABAg.9_DbyVKtrcM9_EF8xCFk_I,0,1,0.0,0.0,0.0,1.0,0,1,0
wTC82U32e54,이준석같은 사람에게 힘을 실어줘야 한다.,Ugw1zXiXcXmJ5xW0pOV4AaABAg,"이동을 하려면 목숨을 걸어야하는 절박함을 말하는거다.<br>장애는 내가 가질 수도 있고, 너희들도 갖을 수있다. <br>너희들도 장애를 갖는다면 지하철을 탈때 목숨을 걸어야하는 현실이다.<br>너나 나, 우리 목숨이 걸릴 수도 있는 문제를 알리기위해 조금의 불편이 그렇게 크게 다가오냐...준석아",Ugw1zXiXcXmJ5xW0pOV4AaABAg.9_CAswmMeNv9_K9HzJjo--,0,1,0.0,0.0,0.0,1.0,0,1,0
wTC82U32e54,좀 불편해도 이해해주지 ㅈㄴ 매정하네 세상,UgwUiwlsey1OnNv8Qxl4AaABAg,선생님~ 불편한게 아니라요. 저 사건으로 수십분간 열차가 지연되어. 할머니 임종을 못지키게된 사람도 있고요. 면접에 늦은사람 시험에 늦은사람. 각종 중요업무에 늦어 손해본사람이 수천수만명이라고요~ 대가리에 총맞았어요? 감성말고 이성으로 판단합시다.,UgwUiwlsey1OnNv8Qxl4AaABAg.9_C9Em0fL-79_DFvKhRuCj,0,2,0.0,0.0,1.0,0.0,0,1,0
wTC82U32e54,장애인들이 안타깝지만 내가 출근길을 가는데 방해하지 말라는 주장이 매우 이기적이군요.<br>다 같이 공존하는 세상인데 공동체 정신을 찾아볼 수 없네요.<br>그래서 양측이 모두 만족하는 방법은 없는 것 같군요.<br>한국인들은 장애인들을 존중할 정도로 인품이 높지 않은 것 같네요.<br>그동안 장애인들을 얼마나 무시했길래 장애인들이 지하철 시위를 하는 사태가 발생한 것입니까?<br>우리의 악한 마음을 살펴봐야 할 것 같네요.,UgxlHgO2CMKbZbevwyN4AaABAg,장애인들이 안탑깝지만 출근길을 방해하는 시위는 매우 이기적이군요.다 같이 공존하는 세상인데 공동체 정신을 찾아볼 수 없네요.그래서 양측이 모두 만족하는 방법은 없는 것 같군요.장애인들은 시민을 얼마나 무시하길래 지하철에서 시위를 하는 사태가 발생한 것입니까?장애인들이 세금으로 이득은  취하려 하고 세금 벌러 가지는 못하게 하는 미련하고 악한 마음을 살펴봐야 할것 같네요,UgxlHgO2CMKbZbevwyN4AaABAg.9_C86uZA2mQ9_OyCz6FQpP,0,2,0.0,0.0,0.0,0.0,0,1,0
wTC82U32e54,장애인들이 죄없는 시민의 발목을 잡았는가?<br>오히려 시민들이야말로 장애인들의 발목을 잡아온 건 아닌가...,Ugy46oISRNB_LeUHK514AaABAg,걔네 복지혜택 누구 세금? 근데 걔들 시위로 피해본건 누구?,Ugy46oISRNB_LeUHK514AaABAg.9_BQLYifVSf9_Ba2gq_vhs,0,2,0.0,2.0,0.0,0.0,0,1,0
wTC82U32e54,장애인들이 죄없는 시민의 발목을 잡았는가?<br>오히려 시민들이야말로 장애인들의 발목을 잡아온 건 아닌가...,Ugy46oISRNB_LeUHK514AaABAg,시민들이 장애인정책세 내줬는데 무슨 발목? 진짜 미쳤냐? 사회적으로도 장애인은 배려받고 이해받아야할 존재라는게 99.9%이상 긍정되는 여론인데 대체 뭘 어쩌라고?,Ugy46oISRNB_LeUHK514AaABAg.9_BQLYifVSf9_DG7ZhbFK3,0,2,1.0,2.0,0.0,0.0,0,1,0
wTC82U32e54,장애인들이 죄없는 시민의 발목을 잡았는가?<br>오히려 시민들이야말로 장애인들의 발목을 잡아온 건 아닌가...,Ugy46oISRNB_LeUHK514AaABAg,이딴 감성으로 뇌 굴리는 사람들보면 진짜 분노를 못참겠네. 뭐냐 넌? 왜 나랑 같은 한표냐?,Ugy46oISRNB_LeUHK514AaABAg.9_BQLYifVSf9_DGCKCBY2J,1,2,1.0,2.0,0.0,0.0,1,1,1
