commentID,comment_text,hate_instigation_level,hatespeech_or_not
UgyqjJU9nnMZh4BpJdB4AaABAg,JTBC  박근혜씨가 뭐냐ㅡ ㅡ방송 똑바로 하세요ㅡ야ㅡㅡㅡ홍석현 하면좋아요ㅡㅡ 언론방송이란게 한심ㅡㅉ ㅉ,1.0,0
Ugz-l1BzIkeSk4vlRKh4AaABAg,"JTBC 사장님, 언론사논조는 자유지만, 기자가 전직대통령 호칭을통해 논조나 사적감정을 드러내는건, 맞지않다고 생각됩니다. 기사주인공 호칭에대한, 최소한의 감정콘트롤도 안되는 멘트하나가, 1류와 3류를 가릅니다.",0.0,0
UgwS87AYtS044U38_Vt4AaABAg,개표 전자 분리기계는 없애야 합니다 . .수개표 해야 합니다 . . 외국처럼요 . .사전투표 없애야 합니다 . .당일투표 만 해야 합니다 . . 투표함 -> 투명 아크릴 . .대형 투명 아크릴 -> 이동 없이 -> 그 자리에서 투표 후 즉시 수개표 . .투표지에 일련번호가 있어야 합니다 . . 투표지 ㅣ장 ㅣ칸 에 후보자 이름을 유권자가 자필로 써야 합니다 .,0.0,0
UgzGOAzzE_aURWc-zu94AaABAg,국정원 동원해서 당선된 헌법위반 대통령이었던 주제에뻔뻔하구만.이제 자연인 박근혜씨지,0.5,0
UgwFrjRsVY2fuxgDMMh4AaABAg,그나마 문재인이 생각잘해서 전대통령이 이나마 추스리고 고운 모습 보여줘서 다행이다... 더 아프고 더 상하면 국민 40%의 원한이 어디로 가겠는가...,0.0,0
UgxvRRVyV3HvduaPDmF4AaABAg,그냥 조용히 계시는게 오래살길입니다 편하게 조용히 사세요,0.5,0
UgzFBg89mE6AEKl6R3F4AaABAg,기자야  박근혜  전대통령이라   불러라,1.0,0
UgxXOhHnZqfsdDF5QgR4AaABAg,김정은씨는 위원장이고 박근혜 대통령은 박근혜씨? ㅋ 무슨 사상을  가졌길래? ㅋ,0.0,0
UgzIoKcTeK7ZOCOgI_d4AaABAg,남은생은 조용히 숨만쉬고 속죄하며 사시길 ~~~,0.0,0
Ugzc8Mv8uHj8b0J1zzR4AaABAg,내가 박근혜 전 대통령 이라면 국민이 싫을거 같아 엄마 아빠 암살당해 칼빵에.. 정신적으로 한 사람으로 힘들듯..,0.5,0
UgyKVMgxMtWtQWwsRuh4AaABAg,대통령 졸업장도 못따고 나와서 연설이랍시고 하다가 수주병 날라오고 ㅋㅋㅋㅋㅋㅋㅋ아이고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0.0,0
UgwdtxMmCwPIqdQ-eWt4AaABAg,대한민국에서는 아주 큰 죄를 져도 국민들이 환호해 주는구나...정말 신기한 나라... 신기한 사람들... 이일이 일본이나 중국에서 일어났다면 ㅋㅋㅋ욕들하겠지...ㅋㅋㅋ 댓글에 억울하겠지만...이래... 난 이해 하기 어렵다.,0.0,0
UgwmqL9Bb5qdOaH_co94AaABAg,멋지네. 참 내가 봤을때 윤석열보다는 박근혜가 낫다,0.5,0
Ugyt5dstviGOrdipsfZ4AaABAg,박근혜씨 jtbc 수준이 알만하다.기자는 반성해라.당신 친구냐?,0.0,0
Ugy01dU-jeBiIOpqSfh4AaABAg,박근혜씨가 뭐냐 니친구냐,0.0,0
